»’∆⁄,ºæΩ⁄,AQI,÷ ¡øµ»º∂,PM2.5,PM10,NO2,CO,SO2,O3_8h
2017-04-29,¥∫,105,«·∂»Œ€»æ,48,158,44,0.5,5,141
2017-04-30,¥∫,81,¡º,39,111,46,0.7,8,123
2017-05-01,¥∫,132,«·∂»Œ€»æ,64,132,54,1.0,10,196
2017-05-02,¥∫,93,¡º,69,107,47,0.9,9,118
2017-05-03,¥∫,500,—œ÷ÿŒ€»æ,0,0,23,0.3,2,96
2017-05-04,¥∫,342,—œ÷ÿŒ€»æ,181,406,24,0.4,4,88
2017-05-05,¥∫,71,¡º,34,94,38,0.4,3,113
2017-05-06,¥∫,85,¡º,28,75,41,0.4,5,142
2017-05-07,¥∫,101,«·∂»Œ€»æ,56,113,55,0.6,8,162
2017-05-08,¥∫,100,¡º,43,93,26,0.5,7,160
2017-05-09,¥∫,81,¡º,39,69,32,0.5,4,138
2017-05-10,¥∫,91,¡º,31,134,33,0.4,3,96
2017-05-11,¥∫,111,«·∂»Œ€»æ,45,170,26,0.5,5,144
2017-05-12,¥∫,61,¡º,19,67,18,0.3,2,91
2017-05-13,¥∫,70,¡º,12,35,16,0.3,2,124
2017-05-14,¥∫,81,¡º,23,62,26,0.6,7,138
2017-05-15,¥∫,124,«·∂»Œ€»æ,43,90,30,0.6,10,187
2017-05-16,¥∫,185,÷–∂»Œ€»æ,62,133,39,0.7,10,250
2017-05-17,¥∫,201,÷ÿ∂»Œ€»æ,86,152,52,0.9,11,275
2017-05-18,¥∫,187,÷–∂»Œ€»æ,85,150,44,0.8,11,252
2017-05-19,¥∫,171,÷–∂»Œ€»æ,57,122,40,0.8,8,236
2017-05-20,¥∫,116,«·∂»Œ€»æ,57,94,27,1.0,12,178
2017-05-21,¥∫,53,¡º,37,46,37,1.1,7,54
2017-05-22,¥∫,71,¡º,18,32,34,0.5,2,126
2017-05-23,¥∫,84,¡º,17,54,45,0.4,3,141
2017-05-24,¥∫,104,«·∂»Œ€»æ,22,83,39,0.6,5,165
2017-05-25,¥∫,154,÷–∂»Œ€»æ,45,97,51,0.6,9,219
2017-05-26,¥∫,196,÷–∂»Œ€»æ,69,117,47,1.4,21,261
2017-05-27,¥∫,194,÷–∂»Œ€»æ,87,135,36,1.5,17,259
2017-05-28,¥∫,69,¡º,28,88,27,0.7,8,101
2017-05-29,¥∫,101,«·∂»Œ€»æ,42,70,39,0.7,2,162
2017-05-30,¥∫,140,«·∂»Œ€»æ,65,104,45,0.8,4,205
2017-05-31,¥∫,123,«·∂»Œ€»æ,23,57,30,0.6,4,186
2017-06-01,œƒ,57,¡º,23,65,40,1.0,12,74
2017-06-02,œƒ,83,¡º,29,56,38,0.7,5,140
2017-06-03,œƒ,141,«·∂»Œ€»æ,48,93,51,0.7,11,206
2017-06-04,œƒ,149,«·∂»Œ€»æ,65,115,61,1.0,17,214
2017-06-05,œƒ,51,¡º,37,32,25,0.6,2,96
2017-06-06,œƒ,91,¡º,47,50,32,0.7,4,150
2017-06-07,œƒ,70,¡º,25,54,55,0.6,2,124
2017-06-08,œƒ,148,«·∂»Œ€»æ,29,90,51,0.7,5,213
2017-06-09,œƒ,82,¡º,21,69,34,0.8,11,139
2017-06-10,œƒ,124,«·∂»Œ€»æ,33,85,49,0.7,7,187
2017-06-11,œƒ,88,¡º,34,78,45,1.2,17,146
2017-06-12,œƒ,93,¡º,40,62,44,0.9,5,152
2017-06-13,œƒ,123,«·∂»Œ€»æ,37,60,48,0.8,3,186
2017-06-14,œƒ,155,÷–∂»Œ€»æ,38,95,54,0.7,4,220
2017-06-15,œƒ,158,÷–∂»Œ€»æ,59,131,41,0.7,7,223
2017-06-16,œƒ,200,÷–∂»Œ€»æ,82,159,37,0.9,12,267
2017-06-17,œƒ,197,÷–∂»Œ€»æ,70,124,31,0.9,11,262
2017-06-18,œƒ,154,÷–∂»Œ€»æ,37,70,27,0.6,3,219
2017-06-19,œƒ,156,÷–∂»Œ€»æ,32,64,26,0.7,3,221
2017-06-20,œƒ,161,÷–∂»Œ€»æ,48,79,28,0.9,8,226
2017-06-21,œƒ,50,”≈,33,29,25,0.8,2,101
2017-06-22,œƒ,51,¡º,19,12,20,0.7,2,102
2017-06-23,œƒ,65,¡º,21,26,23,0.6,2,119
2017-06-24,œƒ,108,«·∂»Œ€»æ,26,43,33,0.5,2,169
2017-06-25,œƒ,134,«·∂»Œ€»æ,24,44,39,0.5,2,198
2017-06-26,œƒ,200,÷–∂»Œ€»æ,70,96,40,0.9,7,270
2017-06-27,œƒ,189,÷–∂»Œ€»æ,98,125,43,1.3,8,254
2017-06-28,œƒ,139,«·∂»Œ€»æ,52,77,34,0.9,3,203
2017-06-29,œƒ,200,÷–∂»Œ€»æ,72,113,39,0.9,3,267
2017-06-30,œƒ,198,÷–∂»Œ€»æ,89,132,42,1.0,5,263
2017-07-01,œƒ,189,÷–∂»Œ€»æ,88,108,33,1.1,7,254
2017-07-02,œƒ,122,«·∂»Œ€»æ,61,72,30,0.9,3,185
2017-07-03,œƒ,96,¡º,48,51,39,0.9,3,156
2017-07-04,œƒ,134,«·∂»Œ€»æ,82,80,38,1.1,3,198
2017-07-05,œƒ,96,¡º,70,79,32,1.5,4,93
2017-07-06,œƒ,113,«·∂»Œ€»æ,32,38,20,0.8,3,175
2017-07-07,œƒ,161,÷–∂»Œ€»æ,41,61,31,0.7,2,226
2017-07-08,œƒ,169,÷–∂»Œ€»æ,73,94,29,1.1,3,234
2017-07-09,œƒ,136,«·∂»Œ€»æ,25,55,34,0.6,2,200
2017-07-10,œƒ,208,÷ÿ∂»Œ€»æ,48,94,44,0.9,4,311
2017-07-11,œƒ,191,÷–∂»Œ€»æ,74,132,41,1.0,4,256
2017-07-12,œƒ,131,«·∂»Œ€»æ,63,90,25,0.8,3,195
2017-07-13,œƒ,127,«·∂»Œ€»æ,34,63,34,0.7,3,190
2017-07-14,œƒ,97,¡º,40,45,27,1.0,3,157
2017-07-15,œƒ,175,÷–∂»Œ€»æ,67,83,34,1.2,3,240
2017-07-16,œƒ,120,«·∂»Œ€»æ,54,68,28,1.1,3,182
2017-07-17,œƒ,88,¡º,60,61,27,0.9,3,146
2017-07-18,œƒ,110,«·∂»Œ€»æ,75,74,25,0.8,3,171
2017-07-19,œƒ,127,«·∂»Œ€»æ,99,105,31,0.8,3,174
2017-07-20,œƒ,53,¡º,22,23,27,0.7,2,104
2017-07-21,œƒ,38,”≈,23,34,31,0.7,2,77
2017-07-22,œƒ,60,¡º,44,59,39,0.8,2,106
2017-07-23,œƒ,57,¡º,40,54,41,0.8,2,43
2017-07-24,œƒ,80,¡º,32,52,34,0.9,4,137
2017-07-25,œƒ,43,”≈,22,34,32,0.7,3,86
2017-07-26,œƒ,64,¡º,40,66,48,1.0,3,117
2017-07-27,œƒ,70,¡º,28,56,44,0.8,3,125
2017-07-28,œƒ,91,¡º,31,58,38,0.7,2,150
2017-07-29,œƒ,129,«·∂»Œ€»æ,38,66,35,0.7,3,192
2017-07-30,œƒ,200,÷–∂»Œ€»æ,80,101,36,1.0,3,265
2017-07-31,œƒ,90,¡º,66,72,30,1.0,2,144
2017-08-01,œƒ,51,¡º,34,42,25,1.1,4,90
2017-08-02,œƒ,90,¡º,23,57,21,0.7,3,149
2017-08-03,œƒ,112,«·∂»Œ€»æ,21,43,38,0.6,3,174
2017-08-04,œƒ,136,«·∂»Œ€»æ,27,57,34,0.7,3,200
2017-08-05,œƒ,78,¡º,17,34,31,0.5,2,134
2017-08-06,œƒ,88,¡º,11,35,31,0.5,3,146
2017-08-07,œƒ,162,÷–∂»Œ€»æ,29,69,39,0.7,3,227
2017-08-08,œƒ,101,«·∂»Œ€»æ,24,34,27,0.6,2,162
2017-08-09,œƒ,125,«·∂»Œ€»æ,65,83,33,0.8,3,188
2017-08-10,œƒ,119,«·∂»Œ€»æ,88,95,38,1.2,3,139
2017-08-11,œƒ,46,”≈,31,35,38,0.8,3,79
2017-08-12,œƒ,57,¡º,40,47,37,0.9,2,99
2017-08-13,œƒ,93,¡º,28,39,27,0.8,2,152
2017-08-14,œƒ,106,«·∂»Œ€»æ,55,75,32,1.0,2,167
2017-08-15,œƒ,85,¡º,56,67,37,0.9,3,142
2017-08-16,œƒ,92,¡º,23,35,28,0.7,2,151
2017-08-17,œƒ,72,¡º,53,68,55,1.2,3,123
2017-08-18,œƒ,70,¡º,42,43,33,1.0,2,124
2017-08-19,œƒ,99,¡º,60,69,38,1.2,3,159
2017-08-20,œƒ,133,«·∂»Œ€»æ,72,94,39,1.1,2,197
2017-08-21,œƒ,98,¡º,72,81,35,1.0,3,97
2017-08-22,œƒ,57,¡º,20,32,28,0.7,2,109
2017-08-23,œƒ,47,”≈,13,37,38,0.6,3,82
2017-08-24,œƒ,47,”≈,10,38,39,0.5,3,80
2017-08-25,œƒ,60,¡º,15,56,49,0.6,3,52
2017-08-26,œƒ,38,”≈,17,26,28,0.6,3,76
2017-08-27,œƒ,34,”≈,19,23,28,0.6,3,68
2017-08-28,œƒ,49,”≈,17,50,37,0.5,3,87
2017-08-29,œƒ,91,¡º,52,87,44,0.9,4,150
2017-08-30,œƒ,107,«·∂»Œ€»æ,83,99,35,0.9,2,120
2017-08-31,œƒ,182,÷–∂»Œ€»æ,139,145,41,1.5,3,143
2017-09-01,«Ô,138,«·∂»Œ€»æ,103,105,34,1.2,3,139
2017-09-02,«Ô,100,¡º,58,81,32,0.9,4,160
2017-09-03,«Ô,116,«·∂»Œ€»æ,88,107,36,1.0,4,158
2017-09-04,«Ô,56,¡º,39,85,37,0.7,3,85
2017-09-05,«Ô,68,¡º,16,53,41,0.5,3,122
2017-09-06,«Ô,146,«·∂»Œ€»æ,48,105,49,0.8,3,211
2017-09-07,«Ô,189,÷–∂»Œ€»æ,118,152,43,1.3,4,254
2017-09-08,«Ô,132,«·∂»Œ€»æ,101,119,33,1.8,7,181
2017-09-09,«Ô,122,«·∂»Œ€»æ,86,107,41,1.2,2,82
2017-09-10,«Ô,50,”≈,20,43,41,0.5,2,89
2017-09-11,«Ô,68,¡º,23,65,48,0.6,2,122
2017-09-12,«Ô,123,«·∂»Œ€»æ,74,125,59,1.2,5,186
2017-09-13,«Ô,112,«·∂»Œ€»æ,85,118,52,1.1,4,160
2017-09-14,«Ô,80,¡º,60,102,64,0.9,4,121
2017-09-15,«Ô,122,«·∂»Œ€»æ,91,124,63,1.1,4,153
2017-09-16,«Ô,43,”≈,11,47,36,0.4,3,87
2017-09-17,«Ô,80,¡º,23,73,58,0.6,3,136
2017-09-18,«Ô,57,¡º,13,48,47,0.5,3,83
2017-09-19,«Ô,58,¡º,14,58,50,0.5,3,91
2017-09-20,«Ô,97,¡º,59,124,79,1.0,8,139
2017-09-21,«Ô,70,¡º,23,94,41,0.5,2,83
2017-09-22,«Ô,120,«·∂»Œ€»æ,50,192,75,0.9,7,108
2017-09-23,«Ô,102,«·∂»Œ€»æ,64,157,63,1.1,4,143
2017-09-24,«Ô,100,¡º,76,127,47,1.5,8,136
2017-09-25,«Ô,66,¡º,48,77,43,0.7,2,56
2017-09-26,«Ô,61,¡º,28,61,49,1.0,4,30
2017-09-27,«Ô,36,”≈,10,37,30,0.4,3,66
2017-09-28,«Ô,90,¡º,45,103,73,0.8,5,68
2017-09-29,«Ô,142,«·∂»Œ€»æ,113,154,69,1.2,4,112
2017-09-30,«Ô,95,¡º,69,89,49,0.8,2,83
2017-10-01,«Ô,44,”≈,13,43,35,0.6,3,36
2017-10-02,«Ô,42,”≈,16,39,35,0.5,2,53
2017-10-03,«Ô,55,¡º,30,62,40,0.6,4,70
2017-10-04,«Ô,75,¡º,55,78,41,0.8,5,88
2017-10-05,«Ô,90,¡º,67,88,50,0.8,5,91
2017-10-06,«Ô,145,«·∂»Œ€»æ,114,128,75,1.2,3,14
2017-10-07,«Ô,164,÷–∂»Œ€»æ,123,102,69,1.3,2,7
2017-10-08,«Ô,41,”≈,29,24,30,0.7,3,35
2017-10-09,«Ô,25,”≈,6,7,20,0.4,3,41
2017-10-10,«Ô,35,”≈,11,20,29,0.5,3,43
2017-10-11,«Ô,50,”≈,22,37,40,0.5,2,40
2017-10-12,«Ô,61,¡º,38,54,50,0.8,2,53
2017-10-13,«Ô,55,¡º,15,33,43,0.7,2,20
2017-10-14,«Ô,67,¡º,50,53,42,1.1,3,47
2017-10-15,«Ô,55,¡º,41,54,42,1.0,3,58
2017-10-16,«Ô,92,¡º,70,77,50,1.2,3,48
2017-10-17,«Ô,90,¡º,69,44,47,1.2,2,27
2017-10-18,«Ô,75,¡º,56,40,39,1.2,2,59
2017-10-19,«Ô,128,«·∂»Œ€»æ,98,79,48,1.5,2,59
2017-10-20,«Ô,100,¡º,73,71,38,1.3,3,72
2017-10-21,«Ô,56,¡º,39,48,45,1.0,5,20
2017-10-22,«Ô,50,”≈,36,43,39,0.7,2,52
2017-10-23,«Ô,92,¡º,70,72,47,1.0,3,65
2017-10-24,«Ô,140,«·∂»Œ€»æ,110,92,56,1.3,3,36
2017-10-25,«Ô,202,÷ÿ∂»Œ€»æ,153,123,69,1.6,3,25
2017-10-26,«Ô,221,÷ÿ∂»Œ€»æ,170,123,68,1.6,3,46
2017-10-27,«Ô,62,¡º,43,55,27,0.7,2,55
2017-10-28,«Ô,33,”≈,8,23,28,0.4,3,57
2017-10-29,«Ô,58,¡º,19,44,47,0.6,3,46
2017-10-30,«Ô,91,¡º,62,105,73,1.0,5,9
2017-10-31,«Ô,98,¡º,65,100,79,1.1,3,31
2017-11-01,«Ô,71,¡º,52,87,57,1.0,6,56
2017-11-02,«Ô,37,”≈,8,28,31,0.4,2,62
2017-11-03,«Ô,67,¡º,38,64,55,0.8,5,47
2017-11-04,«Ô,130,«·∂»Œ€»æ,101,120,71,1.3,6,37
2017-11-05,«Ô,201,÷ÿ∂»Œ€»æ,152,144,71,1.5,5,56
2017-11-06,«Ô,111,«·∂»Œ€»æ,81,99,44,1.0,3,66
2017-11-07,«Ô,63,¡º,20,45,52,0.8,6,30
2017-11-08,«Ô,78,¡º,53,94,65,1.4,6,22
2017-11-09,«Ô,39,”≈,7,37,15,0.3,2,58
2017-11-10,«Ô,46,”≈,18,38,37,0.5,4,36
2017-11-11,«Ô,78,¡º,56,93,64,1.0,6,15
2017-11-12,«Ô,60,¡º,26,71,31,0.6,3,61
2017-11-13,«Ô,32,”≈,11,32,27,0.5,3,62
2017-11-14,«Ô,46,”≈,16,38,38,0.5,3,60
2017-11-15,«Ô,90,¡º,58,87,73,1.4,10,19
2017-11-16,«Ô,55,¡º,22,58,31,0.7,4,64
2017-11-17,«Ô,54,¡º,40,62,36,0.6,7,60
2017-11-18,«Ô,117,«·∂»Œ€»æ,89,118,73,1.4,9,17
2017-11-19,«Ô,135,«·∂»Œ€»æ,105,129,86,1.9,10,29
2017-11-20,«Ô,158,÷–∂»Œ€»æ,119,158,86,2.0,12,37
2017-11-21,«Ô,33,”≈,7,31,18,0.4,3,62
2017-11-22,«Ô,30,”≈,7,29,21,0.4,3,52
2017-11-23,«Ô,47,”≈,22,50,35,0.6,7,52
2017-11-24,«Ô,76,¡º,39,74,59,1.0,7,25
2017-11-25,«Ô,30,”≈,12,30,26,0.4,3,61
2017-11-26,«Ô,93,¡º,70,96,72,1.4,10,13
2017-11-27,«Ô,64,¡º,37,76,38,0.9,4,64
2017-11-28,«Ô,43,”≈,14,36,36,0.5,4,43
2017-11-29,«Ô,55,¡º,26,52,44,0.8,7,17
2017-11-30,«Ô,87,¡º,73,106,71,1.2,11,0
2017-12-01,∂¨,162,÷–∂»Œ€»æ,152,220,108,2.0,17,0
2017-12-02,∂¨,254,÷ÿ∂»Œ€»æ,48,77,39,3.0,6,0
2017-12-03,∂¨,28,”≈,6,22,18,0.5,2,0
2017-12-04,∂¨,77,¡º,25,51,49,1.0,6,0
2017-12-05,∂¨,82,¡º,23,52,42,1.0,7,0
2017-12-06,∂¨,29,”≈,9,28,21,0.3,5,0
2017-12-07,∂¨,28,”≈,23,48,49,0.5,6,0
2017-12-08,∂¨,77,¡º,34,63,64,1.4,8,0
2017-12-09,∂¨,30,”≈,7,46,15,0.3,3,0
2017-12-10,∂¨,39,”≈,6,21,17,0.5,3,0
2017-12-11,∂¨,23,”≈,14,27,33,0.3,5,0
2017-12-12,∂¨,65,¡º,32,50,54,1.0,8,22
2017-12-13,∂¨,97,¡º,74,87,71,1.9,19,13
2017-12-14,∂¨,51,¡º,33,55,34,0.9,7,57
2017-12-15,∂¨,41,”≈,8,39,13,0.3,3,64
2017-12-16,∂¨,68,¡º,28,52,54,0.9,7,56
2017-12-17,∂¨,47,”≈,12,47,21,0.5,4,63
2017-12-18,∂¨,65,¡º,37,72,52,0.9,9,33
2017-12-19,∂¨,53,¡º,20,43,42,0.6,5,64
2017-12-20,∂¨,98,¡º,53,77,78,1.4,13,20
2017-12-21,∂¨,72,¡º,36,61,57,1.2,9,62
2017-12-22,∂¨,79,¡º,32,57,63,1.0,11,19
2017-12-23,∂¨,49,”≈,13,49,16,0.5,4,73
2017-12-24,∂¨,62,¡º,31,50,49,0.7,10,43
2017-12-25,∂¨,59,¡º,25,44,48,0.7,7,47
2017-12-26,∂¨,99,¡º,76,89,71,1.5,11,15
2017-12-27,∂¨,143,«·∂»Œ€»æ,109,110,70,1.9,13,19
2017-12-28,∂¨,225,÷ÿ∂»Œ€»æ,175,168,86,2.9,6,11
2017-12-29,∂¨,145,«·∂»Œ€»æ,111,118,62,2.0,5,52
2017-12-30,∂¨,64,¡º,32,67,51,1.0,6,35
2017-12-31,∂¨,57,¡º,34,63,44,1.0,9,38
2018-01-01,∂¨,50,”≈,28,50,33,0.8,7,46
2018-01-02,∂¨,28,”≈,11,28,21,0.4,5,51
2018-01-03,∂¨,40,”≈,15,30,32,0.5,4,39
2018-01-04,∂¨,63,¡º,32,54,50,0.9,8,36
2018-01-05,∂¨,48,”≈,16,30,38,0.5,5,48
2018-01-06,∂¨,54,¡º,38,57,43,0.8,10,50
2018-01-07,∂¨,55,¡º,12,60,11,0.3,4,61
2018-01-08,∂¨,35,”≈,7,35,13,0.3,3,63
2018-01-09,∂¨,32,”≈,6,21,9,0.3,3,63
2018-01-10,∂¨,32,”≈,13,25,25,0.5,5,55
2018-01-11,∂¨,87,¡º,61,81,69,1.3,11,21
2018-01-12,∂¨,139,«·∂»Œ€»æ,106,122,79,1.7,15,17
2018-01-13,∂¨,176,÷–∂»Œ€»æ,133,137,71,1.7,12,41
2018-01-14,∂¨,59,¡º,32,58,47,0.9,8,42
2018-01-15,∂¨,114,«·∂»Œ€»æ,45,177,42,0.7,5,55
2018-01-16,∂¨,77,¡º,42,104,49,1.0,8,62
2018-01-17,∂¨,93,¡º,63,105,74,1.2,11,19
2018-01-18,∂¨,108,«·∂»Œ€»æ,81,122,73,1.5,13,36
2018-01-19,∂¨,63,¡º,31,75,48,0.8,9,32
2018-01-20,∂¨,64,¡º,37,77,44,1.2,19,29
2018-01-21,∂¨,47,”≈,22,47,25,0.6,4,65
2018-01-22,∂¨,32,”≈,11,32,15,0.4,4,60
2018-01-23,∂¨,35,”≈,17,33,28,0.4,5,65
2018-01-24,∂¨,33,”≈,9,23,26,0.4,4,62
2018-01-25,∂¨,53,¡º,29,41,42,0.6,8,42
2018-01-26,∂¨,112,«·∂»Œ€»æ,84,95,67,1.4,14,14
2018-01-27,∂¨,59,¡º,11,67,15,0.4,3,66
2018-01-28,∂¨,56,¡º,8,61,20,0.4,3,67
2018-01-29,∂¨,36,”≈,11,36,24,0.4,6,68
2018-01-30,∂¨,62,¡º,22,74,29,0.5,7,65
2018-01-31,∂¨,68,¡º,30,85,36,0.7,10,64
2018-02-01,∂¨,34,”≈,8,30,11,0.3,5,68
2018-02-02,∂¨,32,”≈,8,21,20,0.4,5,64
2018-02-03,∂¨,40,”≈,19,36,32,0.5,8,55
2018-02-04,∂¨,34,”≈,7,18,15,0.3,3,67
2018-02-05,∂¨,65,¡º,47,61,51,0.9,13,43
2018-02-06,∂¨,51,¡º,33,52,31,0.6,8,76
2018-02-07,∂¨,73,¡º,53,76,53,0.9,12,49
2018-02-08,∂¨,80,¡º,40,109,32,0.7,8,74
2018-02-09,∂¨,44,”≈,10,44,12,0.3,3,74
2018-02-10,∂¨,67,¡º,9,84,6,0.3,2,73
2018-02-11,∂¨,53,¡º,12,56,15,0.4,4,73
2018-02-12,∂¨,79,¡º,58,79,57,1.1,13,50
2018-02-13,∂¨,37,”≈,13,33,18,0.4,3,74
2018-02-14,∂¨,73,¡º,53,66,22,0.5,10,80
2018-02-15,∂¨,107,«·∂»Œ€»æ,80,101,24,0.6,14,85
2018-02-16,∂¨,109,«·∂»Œ€»æ,82,92,35,1.3,10,49
2018-02-17,∂¨,152,÷–∂»Œ€»æ,116,109,46,1.7,14,80
2018-02-18,∂¨,188,÷–∂»Œ€»æ,141,131,42,2.0,24,69
2018-02-19,∂¨,63,¡º,45,42,21,0.7,6,85
2018-02-20,∂¨,48,”≈,33,43,26,0.6,6,81
2018-02-21,∂¨,45,”≈,18,45,29,0.5,6,77
2018-02-22,∂¨,52,¡º,23,54,29,0.6,6,79
2018-02-23,∂¨,62,¡º,30,74,21,0.6,10,65
2018-02-24,∂¨,82,¡º,60,71,43,0.8,10,66
2018-02-25,∂¨,162,÷–∂»Œ€»æ,123,121,69,1.5,21,86
2018-02-26,∂¨,218,÷ÿ∂»Œ€»æ,168,170,51,1.8,12,66
2018-02-27,∂¨,115,«·∂»Œ€»æ,87,116,34,1.0,9,74
2018-02-28,∂¨,50,”≈,17,50,17,0.3,4,80
2018-03-01,¥∫,103,«·∂»Œ€»æ,77,103,51,1.0,18,65
2018-03-02,¥∫,215,÷ÿ∂»Œ€»æ,165,189,72,1.8,18,52
2018-03-03,¥∫,124,«·∂»Œ€»æ,57,198,35,0.8,7,46
2018-03-04,¥∫,90,¡º,48,130,41,0.8,9,65
2018-03-05,¥∫,64,¡º,46,65,38,0.9,10,64
2018-03-06,¥∫,65,¡º,47,64,47,0.7,8,44
2018-03-07,¥∫,61,¡º,43,72,34,0.7,6,70
2018-03-08,¥∫,135,«·∂»Œ€»æ,103,106,66,1.2,12,73
2018-03-09,¥∫,153,÷–∂»Œ€»æ,117,125,58,1.4,14,101
2018-03-10,¥∫,84,¡º,62,69,45,1.3,16,59
2018-03-11,¥∫,189,÷–∂»Œ€»æ,142,137,69,1.6,10,84
2018-03-12,¥∫,283,÷ÿ∂»Œ€»æ,233,189,92,2.0,10,139
2018-03-13,¥∫,276,÷ÿ∂»Œ€»æ,226,176,73,2.4,16,78
2018-03-14,¥∫,61,¡º,20,72,16,0.4,3,87
2018-03-15,¥∫,55,¡º,32,60,28,0.5,7,87
2018-03-16,¥∫,83,¡º,61,60,57,0.9,4,27
2018-03-17,¥∫,135,«·∂»Œ€»æ,103,71,51,0.9,3,81
2018-03-18,¥∫,93,¡º,69,59,43,0.8,4,88
2018-03-19,¥∫,40,”≈,23,39,32,0.5,4,80
2018-03-20,¥∫,79,¡º,58,82,51,0.8,8,68
2018-03-21,¥∫,110,«·∂»Œ€»æ,83,100,61,0.9,7,88
2018-03-22,¥∫,138,«·∂»Œ€»æ,105,126,82,1.3,10,59
2018-03-23,¥∫,117,«·∂»Œ€»æ,88,99,58,1.1,9,108
2018-03-24,¥∫,74,¡º,54,89,54,0.6,7,117
2018-03-25,¥∫,150,«·∂»Œ€»æ,115,133,70,1.0,12,129
2018-03-26,¥∫,233,÷ÿ∂»Œ€»æ,183,182,94,1.3,11,109
2018-03-27,¥∫,0,Œﬁ,0,0,47,0.8,6,69
2018-03-28,¥∫,107,«·∂»Œ€»æ,37,164,42,0.8,12,80
2018-03-29,¥∫,66,¡º,39,81,50,0.6,7,96
2018-03-30,¥∫,128,«·∂»Œ€»æ,97,146,77,1.0,12,110
2018-03-31,¥∫,213,÷ÿ∂»Œ€»æ,163,198,74,1.4,14,185
2018-04-01,¥∫,256,÷ÿ∂»Œ€»æ,206,225,63,1.6,9,143
2018-04-02,¥∫,69,¡º,12,87,15,0.2,2,80
2018-04-03,¥∫,39,”≈,22,20,31,0.4,2,59
2018-04-04,¥∫,73,¡º,50,95,25,0.5,2,42
2018-04-05,¥∫,59,¡º,14,68,8,0.2,2,83
2018-04-06,¥∫,47,”≈,18,47,22,0.3,4,89
2018-04-07,¥∫,66,¡º,38,82,45,0.5,6,82
2018-04-08,¥∫,108,«·∂»Œ€»æ,81,118,59,1.3,20,105
2018-04-09,¥∫,80,¡º,47,109,37,0.8,7,82
2018-04-10,¥∫,54,¡º,18,57,35,0.3,4,97
2018-04-11,¥∫,76,¡º,29,102,37,0.6,9,94
2018-04-12,¥∫,63,¡º,37,57,50,1.1,8,47
2018-04-13,¥∫,113,«·∂»Œ€»æ,26,175,12,0.3,2,93
2018-04-14,¥∫,64,¡º,23,77,28,0.3,4,101
2018-04-15,¥∫,101,«·∂»Œ€»æ,67,152,45,0.6,9,143
2018-04-16,¥∫,126,«·∂»Œ€»æ,89,201,39,0.8,9,145
2018-04-17,¥∫,133,«·∂»Œ€»æ,101,197,45,0.8,7,160
2018-04-18,¥∫,147,«·∂»Œ€»æ,112,179,46,0.9,9,187
2018-04-19,¥∫,150,«·∂»Œ€»æ,115,146,41,1.3,11,211
2018-04-20,¥∫,85,¡º,63,67,31,0.9,3,71
2018-04-21,¥∫,36,”≈,10,18,19,0.3,2,71
2018-04-22,¥∫,49,”≈,16,29,26,0.4,2,97
2018-04-23,¥∫,56,¡º,18,33,35,0.4,2,107
2018-04-24,¥∫,77,¡º,31,61,42,0.5,4,132
2018-04-25,¥∫,113,«·∂»Œ€»æ,85,103,50,0.7,6,153
2018-04-26,¥∫,107,«·∂»Œ€»æ,39,163,36,0.5,4,129
2018-04-27,¥∫,133,«·∂»Œ€»æ,88,159,51,0.7,6,196
2018-04-28,¥∫,176,÷–∂»Œ€»æ,133,156,55,1.0,8,155
2018-04-29,¥∫,60,¡º,26,62,23,0.6,4,111
2018-04-30,¥∫,111,«·∂»Œ€»æ,38,171,30,0.4,2,77
2018-05-01,¥∫,46,”≈,15,38,21,0.3,2,92
2018-05-02,¥∫,50,”≈,14,50,27,0.3,3,100
2018-05-03,¥∫,100,¡º,56,105,52,0.6,8,159
2018-05-04,¥∫,0,Œﬁ,0,0,45,0.5,4,79
2018-05-05,¥∫,112,«·∂»Œ€»æ,55,174,39,0.5,4,136
2018-05-06,¥∫,92,¡º,51,124,42,0.7,7,150
2018-05-07,¥∫,81,¡º,28,75,36,0.5,4,137
2018-05-08,¥∫,106,«·∂»Œ€»æ,43,92,46,0.6,7,166
2018-05-09,¥∫,130,«·∂»Œ€»æ,85,131,58,0.9,11,192
2018-05-10,¥∫,100,¡º,75,100,48,0.8,6,101
2018-05-11,¥∫,169,÷–∂»Œ€»æ,128,115,40,1.4,4,149
2018-05-12,¥∫,105,«·∂»Œ€»æ,45,76,37,0.5,3,165
2018-05-13,¥∫,158,÷–∂»Œ€»æ,106,130,41,1.1,6,223
2018-05-14,¥∫,83,¡º,61,92,40,1.0,4,125
2018-05-15,¥∫,138,«·∂»Œ€»æ,105,83,34,1.7,5,164
2018-05-16,¥∫,54,¡º,38,54,27,0.9,3,73
2018-05-17,¥∫,84,¡º,21,44,28,0.5,4,140
2018-05-18,¥∫,97,¡º,35,63,39,0.7,5,156
2018-05-19,¥∫,54,¡º,37,42,28,0.7,3,104
2018-05-20,¥∫,79,¡º,58,38,34,0.9,2,49
2018-05-21,¥∫,96,¡º,42,141,23,0.4,2,90
2018-05-22,¥∫,130,«·∂»Œ€»æ,52,209,38,0.5,5,138
2018-05-23,¥∫,135,«·∂»Œ€»æ,47,120,48,0.7,7,198
2018-05-24,¥∫,144,«·∂»Œ€»æ,55,118,37,0.7,6,208
