日期,季节,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2019-02-14,冬,35,优,8,21,10,0.3,3,70
2019-02-15,冬,38,优,8,19,13,0.3,3,75
2019-02-16,冬,36,优,14,25,25,0.4,4,71
2019-02-17,冬,59,良,31,42,47,0.7,7,45
2019-02-18,冬,118,轻度污染,89,89,37,1.0,5,67
2019-02-19,冬,64,良,46,39,32,0.6,5,74
2019-02-20,冬,129,轻度污染,98,63,53,1.2,5,81
2019-02-21,冬,132,轻度污染,100,85,61,1.3,6,60
2019-02-22,冬,180,中度污染,136,74,66,1.6,9,93
2019-02-23,冬,104,轻度污染,78,41,49,1.0,6,77
2019-02-24,冬,70,良,51,75,49,1.0,9,67
2019-02-25,冬,73,良,52,79,58,0.9,10,58
2019-02-26,冬,120,轻度污染,91,106,60,1.1,8,76
2019-02-27,冬,109,轻度污染,82,102,55,1.0,7,87
2019-02-28,冬,158,中度污染,120,126,62,1.2,8,103
2019-03-01,春,233,重度污染,183,155,65,1.4,9,131
2019-03-02,春,213,重度污染,163,160,62,1.4,10,104
2019-03-03,春,143,轻度污染,109,107,54,1.1,6,91
2019-03-04,春,114,轻度污染,86,66,42,0.9,5,87
2019-03-05,春,42,优,8,22,16,0.3,2,84
2019-03-06,春,48,优,20,44,38,0.5,4,80
2019-03-07,春,79,良,58,103,59,0.8,9,88
2019-03-08,春,113,轻度污染,85,121,61,0.8,9,65
2019-03-09,春,145,轻度污染,111,133,55,1.0,5,70
2019-03-10,春,41,优,22,36,24,0.5,3,82
2019-03-11,春,39,优,4,26,11,0.3,2,77
2019-03-12,春,39,优,8,29,23,0.3,2,78
2019-03-13,春,43,优,7,43,23,0.3,3,79
2019-03-14,春,48,优,11,48,17,0.3,3,79
2019-03-15,春,56,良,23,61,38,0.5,4,76
2019-03-16,春,74,良,49,98,51,0.7,7,104
2019-03-17,春,134,轻度污染,102,144,74,0.9,10,112
2019-03-18,春,163,中度污染,124,168,74,1.0,9,130
2019-03-19,春,85,良,63,101,39,0.7,5,83
2019-03-20,春,40,优,5,25,11,0.3,2,79
2019-03-21,春,41,优,7,32,18,0.2,2,82
2019-03-22,春,41,优,11,33,14,0.3,3,81
2019-03-23,春,69,良,36,87,44,0.4,6,79
2019-03-24,春,56,良,21,61,39,0.5,3,94
2019-03-25,春,85,良,47,120,44,0.8,9,85
2019-03-26,春,91,良,63,132,52,0.9,7,79
2019-03-27,春,58,良,24,65,28,0.5,7,61
2019-03-28,春,71,良,22,92,30,0.4,4,76
2019-03-29,春,40,优,5,26,9,0.2,3,79
2019-03-30,春,42,优,8,30,25,0.3,2,83
2019-03-31,春,45,优,13,40,30,0.4,2,89
2019-04-01,春,58,良,30,66,40,0.6,6,88
2019-04-02,春,78,良,57,86,50,0.6,8,128
2019-04-03,春,90,良,67,124,54,0.6,7,126
2019-04-04,春,171,中度污染,40,292,25,0.3,3,84
2019-04-05,春,131,轻度污染,39,212,36,0.5,6,89
2019-04-06,春,75,良,40,99,40,0.6,8,94
2019-04-07,春,61,良,29,71,35,0.9,12,83
2019-04-08,春,39,优,24,39,22,0.5,3,70
2019-04-09,春,48,优,26,39,28,0.4,3,95
2019-04-10,春,65,良,47,68,37,0.4,2,105
2019-04-11,春,85,良,63,86,41,0.6,4,114
2019-04-12,春,109,轻度污染,82,87,38,0.6,4,92
2019-04-13,春,57,良,17,63,24,0.3,3,101
2019-04-14,春,74,良,43,97,42,0.5,6,114
2019-04-15,春,101,轻度污染,72,109,37,0.6,7,161
2019-04-16,春,138,轻度污染,105,137,54,1.0,9,189
2019-04-17,春,107,轻度污染,38,163,20,0.4,3,91
2019-04-18,春,61,良,20,72,27,0.4,3,86
2019-04-19,春,57,良,40,61,43,0.5,2,39
2019-04-20,春,112,轻度污染,59,174,41,0.8,5,105
2019-04-21,春,126,轻度污染,94,133,42,0.9,5,188
2019-04-22,春,124,轻度污染,94,69,30,0.7,2,104
2019-04-23,春,60,良,43,44,26,0.6,2,57
2019-04-24,春,49,优,9,21,16,0.2,3,97
2019-04-25,春,60,良,19,27,18,0.3,3,111
2019-04-26,春,54,良,38,38,27,0.4,3,79
2019-04-27,春,65,良,47,37,23,0.5,3,88
2019-04-28,春,139,轻度污染,106,85,38,0.9,3,126
2019-04-29,春,74,良,35,98,23,0.4,2,96
2019-04-30,春,60,良,13,38,28,0.3,3,111
2019-05-01,春,85,良,23,57,37,0.3,3,141
2019-05-02,春,108,轻度污染,53,93,44,0.6,7,168
2019-05-03,春,126,轻度污染,49,84,29,0.5,7,188
2019-05-04,春,52,良,22,54,15,0.2,2,96
2019-05-05,春,56,良,19,38,27,0.3,2,107
2019-05-06,春,65,良,23,52,32,0.3,3,118
2019-05-07,春,69,良,47,87,47,0.5,5,103
2019-05-08,春,81,良,37,68,39,0.5,3,137
2019-05-09,春,124,轻度污染,51,99,48,0.6,6,186
2019-05-10,春,138,轻度污染,71,97,41,0.8,6,201
2019-05-11,春,117,轻度污染,88,174,27,0.8,5,94
2019-05-12,春,60,良,19,69,21,0.3,3,102
2019-05-13,春,101,轻度污染,54,121,49,0.6,7,161
2019-05-14,春,134,轻度污染,91,208,49,1.1,10,197
2019-05-15,春,116,轻度污染,67,141,39,0.7,4,177
2019-05-16,春,112,轻度污染,81,115,34,0.8,3,173
2019-05-17,春,54,良,38,41,26,0.6,2,80
2019-05-18,春,58,良,30,65,15,0.3,3,82
2019-05-19,春,47,优,12,46,19,0.3,2,93
2019-05-20,春,61,良,14,39,35,0.4,2,113
2019-05-21,春,94,良,21,55,52,0.5,2,152
2019-05-22,春,195,中度污染,27,71,45,0.6,4,260
2019-05-23,春,130,轻度污染,45,111,54,0.7,6,192
2019-05-24,春,175,中度污染,49,115,44,0.7,6,240
2019-05-25,春,64,良,36,77,25,0.8,4,90
2019-05-26,春,48,优,6,15,14,0.2,3,96
2019-05-27,春,80,良,12,36,32,0.3,3,135
2019-05-28,春,144,轻度污染,21,51,33,0.4,3,208
2019-05-29,春,61,良,20,54,24,0.3,4,113
2019-05-30,春,60,良,10,33,23,0.3,3,112
2019-05-31,春,104,轻度污染,30,74,40,0.5,4,164
2019-06-01,夏,141,轻度污染,45,79,38,0.7,4,205
2019-06-02,夏,124,轻度污染,28,55,26,0.5,2,186
2019-06-03,夏,98,良,60,70,26,1.2,7,157
2019-06-04,夏,75,良,47,62,35,0.9,3,129
2019-06-05,夏,73,良,53,54,41,0.9,3,109
2019-06-06,夏,117,轻度污染,62,60,21,0.7,2,178
2019-06-07,夏,80,良,34,47,22,0.5,2,136
2019-06-08,夏,49,优,6,20,17,0.3,3,98
2019-06-09,夏,97,良,29,54,27,0.6,2,156
2019-06-10,夏,175,中度污染,51,62,24,0.9,5,240
2019-06-11,夏,156,中度污染,35,56,27,0.9,7,221
2019-06-12,夏,127,轻度污染,23,43,25,0.6,2,189
2019-06-13,夏,87,良,31,56,33,0.6,3,144
2019-06-14,夏,123,轻度污染,21,52,26,0.7,6,185
2019-06-15,夏,36,优,25,32,23,0.6,3,58
2019-06-16,夏,97,良,51,51,31,0.9,3,156
2019-06-17,夏,186,中度污染,60,65,28,0.8,3,251
2019-06-18,夏,154,中度污染,74,90,21,1.2,6,219
2019-06-19,夏,179,中度污染,61,82,30,0.8,3,244
2019-06-20,夏,101,轻度污染,51,79,28,1.0,6,161
2019-06-21,夏,117,轻度污染,22,56,32,0.4,2,178
2019-06-22,夏,193,中度污染,40,88,35,0.8,8,258
2019-06-23,夏,166,中度污染,36,74,33,0.7,5,231
2019-06-24,夏,187,中度污染,46,102,30,0.8,7,252
2019-06-25,夏,188,中度污染,43,83,25,0.8,6,253
2019-06-26,夏,170,中度污染,48,76,27,0.8,5,235
2019-06-27,夏,120,轻度污染,27,40,18,0.6,2,181
2019-06-28,夏,55,良,14,28,16,0.4,3,105
2019-06-29,夏,47,优,5,18,14,0.3,3,93
2019-06-30,夏,67,良,10,30,25,0.3,2,120
2019-07-01,夏,110,轻度污染,24,62,34,0.6,2,170
2019-07-02,夏,119,轻度污染,21,38,28,0.5,3,180
2019-07-03,夏,173,中度污染,30,72,39,0.6,4,238
2019-07-04,夏,60,良,27,49,34,0.6,2,112
2019-07-05,夏,33,优,7,14,16,0.3,3,66
2019-07-06,夏,64,良,13,21,17,0.4,2,116
2019-07-07,夏,100,良,25,34,25,0.5,2,159
2019-07-08,夏,50,优,29,49,40,0.6,2,98
2019-07-09,夏,90,良,44,47,25,0.8,3,147
2019-07-10,夏,96,良,28,39,23,0.5,2,155
2019-07-11,夏,144,轻度污染,25,48,25,0.5,2,208
2019-07-12,夏,151,中度污染,55,77,29,0.9,3,216
2019-07-13,夏,117,轻度污染,15,31,17,0.5,2,178
2019-07-14,夏,162,中度污染,53,68,25,0.8,3,227
2019-07-15,夏,101,轻度污染,37,51,28,0.8,3,161
2019-07-16,夏,72,良,52,42,29,0.8,3,69
2019-07-17,夏,130,轻度污染,67,64,25,0.9,2,192
2019-07-18,夏,77,良,56,61,31,0.9,2,110
2019-07-19,夏,80,良,59,59,32,0.8,2,70
2019-07-20,夏,146,轻度污染,64,69,27,0.8,2,210
2019-07-21,夏,104,轻度污染,78,99,45,1.1,2,111
2019-07-22,夏,105,轻度污染,24,28,17,0.6,2,165
2019-07-23,夏,109,轻度污染,33,55,30,0.7,3,169
2019-07-24,夏,130,轻度污染,24,52,31,0.5,3,192
2019-07-25,夏,167,中度污染,40,70,24,0.7,2,232
2019-07-26,夏,167,中度污染,83,86,27,0.9,3,232
2019-07-27,夏,113,轻度污染,55,59,16,0.8,3,174
2019-07-28,夏,43,优,14,13,22,0.5,3,86
2019-07-29,夏,114,轻度污染,27,33,20,0.6,3,175
2019-07-30,夏,142,轻度污染,22,43,27,0.7,3,206
2019-07-31,夏,150,轻度污染,24,54,23,0.7,2,214
2019-08-01,夏,83,良,29,36,21,0.8,5,139
2019-08-02,夏,117,轻度污染,35,44,26,0.7,3,178
2019-08-03,夏,65,良,40,45,28,0.9,3,117
2019-08-04,夏,51,良,30,27,21,0.7,3,101
2019-08-05,夏,91,良,46,47,24,0.7,2,149
2019-08-06,夏,96,良,17,23,21,0.6,3,155
2019-08-07,夏,123,轻度污染,33,46,28,0.7,2,185
2019-08-08,夏,75,良,40,45,23,0.7,2,129
2019-08-09,夏,61,良,23,25,26,0.6,3,113
2019-08-10,夏,28,优,15,20,22,0.6,2,38
2019-08-11,夏,39,优,6,16,15,0.4,2,78
2019-08-12,夏,39,优,5,16,16,0.4,3,78
2019-08-13,夏,44,优,11,28,28,0.5,2,88
2019-08-14,夏,117,轻度污染,15,38,29,0.5,2,178
2019-08-15,夏,39,优,6,18,16,0.3,2,78
2019-08-16,夏,39,优,11,24,26,0.4,2,78
2019-08-17,夏,86,良,15,45,33,0.5,2,143
2019-08-18,夏,132,轻度污染,40,80,36,0.7,3,195
2019-08-19,夏,70,良,51,54,30,0.8,3,88
2019-08-20,夏,46,优,26,27,25,0.6,4,92
2019-08-21,夏,43,优,14,32,34,0.6,3,83
2019-08-22,夏,43,优,10,31,34,0.5,3,80
2019-08-23,夏,100,良,15,43,32,0.5,3,159
2019-08-24,夏,94,良,23,52,30,0.6,2,152
2019-08-25,夏,102,轻度污染,76,90,39,0.9,2,123
2019-08-26,夏,46,优,28,32,31,0.5,2,91
2019-08-27,夏,34,优,4,25,21,0.3,2,67
2019-08-28,夏,36,优,3,15,16,0.3,3,71
2019-08-29,夏,45,优,6,21,20,0.3,2,89
2019-08-30,夏,86,良,12,37,28,0.4,2,143
2019-08-31,夏,100,良,20,51,32,0.4,3,160
2019-09-01,秋,128,轻度污染,26,59,34,0.5,2,190
2019-09-02,秋,178,中度污染,48,83,39,0.7,3,243
2019-09-03,秋,143,轻度污染,52,79,39,0.8,3,207
2019-09-04,秋,149,轻度污染,45,72,34,0.6,2,213
2019-09-05,秋,178,中度污染,49,83,40,0.7,3,243
2019-09-06,秋,150,轻度污染,45,74,36,0.7,3,215
2019-09-07,秋,127,轻度污染,34,72,36,0.6,3,189
2019-09-08,秋,147,轻度污染,65,92,31,1.3,7,211
2019-09-09,秋,33,优,10,11,19,0.5,3,65
2019-09-10,秋,40,优,15,26,32,0.7,5,47
2019-09-11,秋,38,优,20,31,25,0.5,2,75
2019-09-12,秋,35,优,22,23,22,0.5,2,69
2019-09-13,秋,50,优,11,26,27,0.4,3,100
2019-09-14,秋,68,良,27,53,38,0.5,2,121
2019-09-15,秋,61,良,17,44,28,0.5,3,113
2019-09-16,秋,83,良,29,60,30,0.6,3,139
2019-09-17,秋,41,优,6,26,21,0.3,3,82
2019-09-18,秋,56,良,24,61,41,0.5,3,90
2019-09-19,秋,74,良,37,70,41,0.7,3,128
2019-09-20,秋,120,轻度污染,58,78,37,1.1,5,182
2019-09-21,秋,119,轻度污染,77,72,31,1.3,4,180
2019-09-22,秋,51,良,29,40,35,0.6,3,101
2019-09-23,秋,61,良,12,35,28,0.4,3,113
2019-09-24,秋,100,良,23,53,37,0.6,3,160
2019-09-25,秋,127,轻度污染,34,56,35,0.7,2,189
2019-09-26,秋,95,良,51,57,31,0.8,3,154
2019-09-27,秋,127,轻度污染,57,67,32,0.8,2,189
2019-09-28,秋,137,轻度污染,59,76,35,0.9,2,200
2019-09-29,秋,104,轻度污染,71,96,32,0.9,3,164
2019-09-30,秋,70,良,51,79,23,0.8,3,0
2019-10-01,秋,70,良,51,69,24,0.9,3,0
2019-10-02,秋,89,良,56,82,22,0.8,2,146
2019-10-03,秋,27,优,11,27,12,0.4,2,47
2019-10-04,秋,23,优,6,16,18,0.3,2,0
2019-10-05,秋,47,优,23,33,37,0.4,2,0
2019-10-06,秋,54,良,38,52,35,0.6,2,0
2019-10-07,秋,29,优,7,23,22,0.3,3,58
2019-10-08,秋,55,良,31,55,44,0.5,4,69
2019-10-09,秋,67,良,48,44,31,0.5,2,49
2019-10-10,秋,59,良,42,57,45,0.8,4,35
2019-10-11,秋,72,良,28,72,57,1.4,15,14
2019-10-12,秋,55,良,23,51,44,0.9,4,17
2019-10-13,秋,34,优,9,21,27,0.3,2,53
2019-10-14,秋,49,优,16,32,39,0.4,2,46
2019-10-15,秋,58,良,28,44,46,0.5,2,35
2019-10-16,秋,74,良,54,53,51,0.8,2,8
2019-10-17,秋,82,良,60,46,43,0.8,2,58
2019-10-18,秋,163,中度污染,124,86,58,1.2,2,42
2019-10-19,秋,105,轻度污染,79,121,42,0.7,2,60
2019-10-20,秋,55,良,17,54,44,0.5,3,43
2019-10-21,秋,75,良,44,98,60,0.9,3,49
2019-10-22,秋,104,轻度污染,78,120,67,1.1,4,95
2019-10-23,秋,90,良,67,84,52,0.9,2,46
2019-10-24,秋,30,优,8,20,24,0.4,2,55
2019-10-25,秋,59,良,30,54,47,0.6,3,36
2019-10-26,秋,73,良,53,80,58,0.8,3,38
2019-10-27,秋,113,轻度污染,26,175,20,0.3,2,60
2019-10-28,秋,68,良,32,85,54,0.6,4,44
2019-10-29,秋,93,良,54,114,74,0.8,3,28
2019-10-30,秋,74,良,36,84,59,0.9,3,66
2019-10-31,秋,64,良,25,68,51,0.8,6,36
2019-11-01,秋,64,良,29,49,51,0.7,2,13
2019-11-02,秋,48,优,33,48,34,0.6,3,33
2019-11-03,秋,67,良,48,57,44,0.8,2,34
2019-11-04,秋,59,良,42,57,41,0.8,3,40
2019-11-05,秋,73,良,46,71,58,0.7,2,19
2019-11-06,秋,47,优,24,47,37,0.5,3,44
2019-11-07,秋,70,良,39,73,56,0.8,3,26
2019-11-08,秋,112,轻度污染,84,94,67,1.0,3,21
2019-11-09,秋,67,良,31,84,23,0.4,2,60
2019-11-10,秋,54,良,17,53,43,0.5,2,51
2019-11-11,秋,92,良,50,92,73,0.9,6,18
2019-11-12,秋,55,良,9,59,14,0.2,3,63
2019-11-13,秋,62,良,25,57,49,0.6,5,22
2019-11-14,秋,64,良,35,78,51,0.9,6,17
2019-11-15,秋,65,良,47,80,52,1.3,9,13
2019-11-16,秋,119,轻度污染,52,188,34,0.8,5,54
2019-11-17,秋,74,良,19,98,20,0.3,2,53
2019-11-18,秋,56,良,20,62,32,0.4,2,49
2019-11-19,秋,87,良,61,124,69,0.9,8,15
2019-11-20,秋,119,轻度污染,90,158,78,1.6,9,6
2019-11-21,秋,183,中度污染,138,181,94,2.4,9,5
2019-11-22,秋,175,中度污染,132,137,69,1.6,6,34
2019-11-23,秋,30,优,7,30,11,0.2,3,58
2019-11-24,秋,40,优,13,30,32,0.4,3,29
2019-11-25,秋,73,良,38,72,58,0.8,6,14
2019-11-26,秋,34,优,7,21,27,0.3,3,55
2019-11-27,秋,75,良,39,69,60,1.0,11,17
2019-11-28,秋,80,良,58,74,64,1.0,7,7
2019-11-29,秋,72,良,52,39,35,0.7,3,59
2019-11-30,秋,30,优,11,30,17,0.3,4,60
2019-12-01,冬,30,优,10,25,24,0.3,3,52
2019-12-02,冬,48,优,15,43,38,0.5,3,62
2019-12-03,冬,43,优,13,32,34,0.4,3,65
2019-12-04,冬,48,优,21,38,38,0.7,4,56
2019-12-05,冬,73,良,49,67,58,0.9,5,19
2019-12-06,冬,78,良,52,68,62,0.9,4,29
2019-12-07,冬,189,中度污染,142,142,75,1.7,3,5
2019-12-08,冬,233,重度污染,183,183,87,2.1,2,9
2019-12-09,冬,129,轻度污染,98,114,51,1.4,3,56
2019-12-10,冬,29,优,6,15,22,0.3,2,58
2019-12-11,冬,59,良,19,37,47,0.6,4,30
2019-12-12,冬,50,优,21,47,40,0.7,5,58
2019-12-13,冬,57,良,15,28,45,0.5,3,38
2019-12-14,冬,85,良,49,75,68,1.3,10,11
2019-12-15,冬,92,良,68,49,65,1.3,2,7
2019-12-16,冬,28,优,10,18,14,0.3,2,56
2019-12-17,冬,47,优,19,27,37,0.5,2,34
2019-12-18,冬,30,优,11,23,24,0.4,3,53
2019-12-19,冬,60,良,19,34,48,0.6,3,26
2019-12-20,冬,65,良,38,51,52,0.8,4,18
2019-12-21,冬,87,良,63,78,69,1.2,7,18
2019-12-22,冬,67,良,48,57,42,1.0,5,46
2019-12-23,冬,109,轻度污染,82,76,55,1.3,4,18
2019-12-24,冬,79,良,58,57,39,1.0,4,51
2019-12-25,冬,47,优,16,47,34,0.5,2,51
2019-12-26,冬,75,良,39,88,60,0.9,4,16
2019-12-27,冬,103,轻度污染,77,118,72,1.6,9,13
2019-12-28,冬,118,轻度污染,89,110,55,1.4,6,55
2019-12-29,冬,35,优,8,35,10,0.3,3,52
2019-12-30,冬,48,优,21,36,38,0.5,5,31
2019-12-31,冬,62,良,35,56,49,0.8,7,20
2020-01-01,冬,80,良,51,80,64,1.2,7,16
2020-01-02,冬,82,良,50,72,65,1.2,8,26
2020-01-03,冬,74,良,43,66,59,1.1,7,44
2020-01-04,冬,83,良,61,73,66,1.3,6,13
2020-01-05,冬,75,良,55,32,47,1.0,3,30
2020-01-06,冬,30,优,12,19,22,0.4,4,59
2020-01-07,冬,40,优,17,25,32,0.5,3,64
2020-01-08,冬,63,良,35,39,50,0.8,6,39
2020-01-09,冬,43,优,26,33,34,0.6,6,63
2020-01-10,冬,32,优,11,20,25,0.4,3,56
2020-01-11,冬,42,优,19,26,33,0.5,7,50
2020-01-12,冬,31,优,11,20,18,0.4,4,62
2020-01-13,冬,39,优,17,25,31,0.4,4,53
2020-01-14,冬,72,良,49,58,57,0.9,7,25
2020-01-15,冬,60,良,41,49,48,0.9,7,54
2020-01-16,冬,97,良,72,79,66,1.5,12,26
2020-01-17,冬,207,重度污染,157,154,63,2.1,4,27
2020-01-18,冬,60,良,28,69,24,0.5,2,60
2020-01-19,冬,31,优,10,27,18,0.3,2,62
2020-01-20,冬,60,良,43,56,43,0.9,7,44
2020-01-21,冬,89,良,66,70,52,1.1,8,42
2020-01-22,冬,77,良,56,63,36,0.9,6,71
2020-01-23,冬,102,轻度污染,76,77,21,0.7,6,73
2020-01-24,冬,193,中度污染,145,161,33,1.0,10,69
2020-01-25,冬,202,重度污染,152,147,38,1.7,11,75
2020-01-26,冬,208,重度污染,158,137,37,1.8,10,81
2020-01-27,冬,221,重度污染,171,147,40,2.1,13,109
2020-01-28,冬,94,良,70,51,27,1.0,7,81
2020-01-29,冬,64,良,46,48,27,0.8,5,81
2020-01-30,冬,62,良,44,47,27,0.8,4,80
2020-01-31,冬,36,优,9,16,10,0.3,2,72
2020-02-01,冬,45,优,31,32,11,0.4,2,68
2020-02-02,冬,34,优,18,28,14,0.4,2,67
2020-02-03,冬,34,优,10,18,12,0.3,2,67
2020-02-04,冬,38,优,26,33,18,0.6,3,48
2020-02-05,冬,62,良,44,38,25,1.0,4,39
2020-02-06,冬,97,良,72,52,35,1.1,4,50
2020-02-07,冬,82,良,60,50,30,0.8,4,70
2020-02-08,冬,160,中度污染,122,109,43,1.4,4,60
2020-02-09,冬,163,中度污染,124,103,50,1.4,4,77
2020-02-10,冬,232,重度污染,182,141,56,2.3,8,97
2020-02-11,冬,257,重度污染,207,145,48,2.3,5,113
2020-02-12,冬,247,重度污染,197,142,47,2.1,3,57
2020-02-13,冬,69,良,50,39,17,0.9,2,59
2020-02-14,冬,35,优,6,11,5,0.2,2,69
2020-02-15,冬,37,优,3,8,5,0.2,2,73
2020-02-16,冬,36,优,7,14,13,0.3,2,72
2020-02-17,冬,42,优,17,23,33,0.5,3,63
2020-02-18,冬,79,良,58,51,38,1.2,10,68
2020-02-19,冬,143,轻度污染,109,76,30,1.4,7,66
2020-02-20,冬,100,良,75,95,21,0.8,3,75
2020-02-21,冬,40,优,8,16,11,0.2,3,79
2020-02-22,冬,58,良,41,51,38,0.6,5,58
2020-02-23,冬,83,良,61,86,38,1.0,8,52
2020-02-24,冬,70,良,51,75,26,0.9,10,68
2020-02-25,冬,53,良,37,47,22,0.6,5,79
2020-02-26,冬,40,优,28,32,24,0.5,4,56
2020-02-27,冬,88,良,65,63,29,0.7,3,74
2020-02-28,冬,114,轻度污染,86,57,32,1.2,2,26
2020-02-29,冬,38,优,21,21,19,0.8,2,76
2020-03-01,春,36,优,25,27,28,0.5,3,66
2020-03-02,春,39,优,14,21,9,0.3,2,78
2020-03-03,春,38,优,11,16,10,0.2,2,76
2020-03-04,春,54,良,38,48,28,0.5,4,82
2020-03-05,春,113,轻度污染,85,79,40,0.8,4,67
2020-03-06,春,87,良,64,45,20,0.7,3,89
2020-03-07,春,128,轻度污染,97,61,29,1.0,3,44
2020-03-08,春,70,良,51,32,24,0.7,2,69
2020-03-09,春,39,优,10,30,15,0.3,2,77
2020-03-10,春,55,良,29,51,44,0.5,4,60
2020-03-11,春,41,优,18,37,22,0.4,3,81
2020-03-12,春,40,优,11,23,14,0.3,3,79
2020-03-13,春,43,优,8,37,12,0.3,2,86
2020-03-14,春,45,优,7,33,11,0.2,2,90
2020-03-15,春,61,良,26,71,23,0.4,3,77
2020-03-16,春,56,良,30,61,33,0.5,3,97
2020-03-17,春,89,良,36,127,34,0.4,4,85
2020-03-18,春,46,优,8,46,10,0.2,2,89
2020-03-19,春,60,良,29,70,37,0.4,4,77
2020-03-20,春,72,良,27,94,22,0.5,8,93
2020-03-21,春,62,良,30,74,26,0.4,4,113
2020-03-22,春,53,良,28,55,31,0.5,4,91
2020-03-23,春,70,良,51,68,38,0.9,12,98
2020-03-24,春,153,中度污染,117,111,53,1.0,11,131
2020-03-25,春,39,优,8,24,9,0.2,3,77
2020-03-26,春,40,优,5,21,9,0.2,2,79
2020-03-27,春,39,优,10,28,17,0.2,2,77
2020-03-28,春,63,良,45,72,38,0.5,7,97
2020-03-29,春,92,良,68,87,37,0.7,7,103
2020-03-30,春,87,良,64,75,28,0.5,4,108
2020-03-31,春,42,优,9,21,11,0.2,2,84
2020-04-01,春,42,优,16,34,21,0.3,3,84
2020-04-02,春,47,优,14,36,23,0.3,2,93
2020-04-03,春,102,轻度污染,23,154,12,0.3,3,94
2020-04-04,春,69,良,30,88,30,0.4,5,101
2020-04-05,春,86,良,62,122,48,0.6,7,124
2020-04-06,春,77,良,45,103,35,0.6,5,90
2020-04-07,春,55,良,21,60,30,0.5,5,82
2020-04-08,春,49,优,34,47,18,0.5,3,97
2020-04-09,春,70,良,39,50,25,0.5,3,123
2020-04-10,春,51,良,20,38,18,0.3,2,101
2020-04-11,春,54,良,17,52,13,0.3,3,104
2020-04-12,春,59,良,26,67,33,0.4,3,104
2020-04-13,春,104,轻度污染,66,102,46,0.6,8,164
2020-04-14,春,95,良,63,93,31,0.5,6,153
2020-04-15,春,63,良,23,75,11,0.3,2,92
2020-04-16,春,78,良,23,37,13,0.4,2,133
2020-04-17,春,75,良,33,45,23,0.4,2,129
2020-04-18,春,94,良,39,54,21,0.4,2,152
2020-04-19,春,45,优,7,31,6,0.2,3,90
2020-04-20,春,42,优,7,33,5,0.1,2,83
2020-04-21,春,43,优,6,24,6,0.1,2,86
2020-04-22,春,45,优,7,21,9,0.2,2,89
2020-04-23,春,91,良,19,132,17,0.2,2,101
2020-04-24,春,52,良,10,53,7,0.2,3,97
2020-04-25,春,50,优,14,33,21,0.3,3,99
2020-04-26,春,76,良,41,63,29,0.7,4,131
2020-04-27,春,131,轻度污染,59,109,40,0.6,6,194
2020-04-28,春,152,中度污染,61,117,27,0.7,8,217
2020-04-29,春,202,重度污染,90,126,44,1.0,9,275
2020-04-30,春,204,重度污染,108,132,42,1.1,7,283
2020-05-01,春,133,轻度污染,55,81,20,0.6,4,196
2020-05-02,春,80,良,59,65,26,1.2,5,98
2020-05-03,春,50,优,34,50,26,0.7,4,54
2020-05-04,春,67,良,48,50,29,0.6,2,89
2020-05-05,春,122,轻度污染,71,63,29,0.7,4,184
2020-05-06,春,100,良,75,69,35,1.3,8,91
2020-05-07,春,55,良,39,20,18,1.0,2,89
2020-05-08,春,49,优,34,30,26,0.6,3,61
2020-05-09,春,55,良,19,60,17,0.4,2,84
2020-05-10,春,88,良,18,126,9,0.2,3,91
2020-05-11,春,87,良,18,123,14,0.2,2,104
2020-05-12,春,118,轻度污染,41,186,33,0.5,4,169
2020-05-13,春,116,轻度污染,35,89,25,0.5,4,177
2020-05-14,春,57,良,40,53,21,0.6,2,104
2020-05-15,春,58,良,41,59,25,0.6,2,72
2020-05-16,春,66,良,17,81,29,0.3,2,71
2020-05-17,春,48,优,10,48,13,0.2,2,85
2020-05-18,春,90,良,14,52,25,0.3,2,148
2020-05-19,春,130,轻度污染,21,46,20,0.4,3,192
2020-05-20,春,94,良,70,65,26,1.3,5,131
2020-05-21,春,78,良,42,35,19,0.8,2,133
2020-05-22,春,43,优,5,13,12,0.3,3,85
2020-05-23,春,63,良,8,20,19,0.3,2,115
2020-05-24,春,36,优,10,26,28,0.3,3,71
2020-05-25,春,61,良,9,18,17,0.2,2,113
2020-05-26,春,49,优,9,22,13,0.3,2,98
2020-05-27,春,131,轻度污染,37,62,32,0.7,5,194
2020-05-28,春,145,轻度污染,59,82,29,1.3,10,209
2020-05-29,春,112,轻度污染,53,73,22,0.9,5,173
2020-05-30,春,44,优,11,14,16,0.3,3,88
2020-05-31,春,110,轻度污染,19,56,29,0.4,3,170
2020-06-01,夏,99,良,23,74,25,0.3,2,158
2020-06-02,夏,134,轻度污染,42,218,32,0.3,2,141
2020-06-03,夏,68,良,8,42,20,0.3,3,121
2020-06-04,夏,101,轻度污染,12,38,18,0.5,4,161
2020-06-05,夏,146,轻度污染,21,56,27,0.6,5,210
2020-06-06,夏,202,重度污染,34,93,35,0.7,5,272
2020-06-07,夏,136,轻度污染,55,117,31,0.6,4,199
2020-06-08,夏,70,良,38,90,26,0.8,7,123
2020-06-09,夏,125,轻度污染,53,67,20,0.8,2,187
2020-06-10,夏,111,轻度污染,47,70,28,0.7,4,172
2020-06-11,夏,168,中度污染,31,56,22,0.6,3,233
2020-06-12,夏,124,轻度污染,50,86,26,0.7,3,186
