日期,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2019/9/16,83,良,29,60,30,0.6,3,139
2019/9/17,41,优,6,26,21,0.3,3,82
2019/9/18,56,良,24,61,41,0.5,3,90
2019/9/19,74,良,37,70,41,0.7,3,128
2019/9/20,120,轻度污染,58,78,37,1.1,5,182
2019/9/21,119,轻度污染,77,72,31,1.3,4,180
2019/9/22,51,良,29,40,35,0.6,3,101
2019/9/23,61,良,12,35,28,0.4,3,113
2019/9/24,100,良,23,53,37,0.6,3,160
2019/9/25,127,轻度污染,34,56,35,0.7,2,189
2019/9/26,95,良,51,57,31,0.8,3,154
2019/9/27,127,轻度污染,57,67,32,0.8,2,189
2019/9/28,137,轻度污染,59,76,35,0.9,2,200
2019/9/29,104,轻度污染,71,96,32,0.9,3,164
2019/9/30,70,良,51,79,23,0.8,3,0
2019/10/1,70,良,51,69,24,0.9,3,0
2019/10/2,89,良,56,82,22,0.8,2,146
2019/10/3,27,优,11,27,12,0.4,2,47
2019/10/4,23,优,6,16,18,0.3,2,0
2019/10/5,47,优,23,33,37,0.4,2,0
2019/10/6,54,良,38,52,35,0.6,2,0
2019/10/7,29,优,7,23,22,0.3,3,58
2019/10/8,55,良,31,55,44,0.5,4,69
2019/10/9,67,良,48,44,31,0.5,2,49
2019/10/10,59,良,42,57,45,0.8,4,35
2019/10/11,72,良,28,72,57,1.4,15,14
2019/10/12,55,良,23,51,44,0.9,4,17
2019/10/13,34,优,9,21,27,0.3,2,53
2019/10/14,49,优,16,32,39,0.4,2,46
2019/10/15,58,良,28,44,46,0.5,2,35
2019/10/16,74,良,54,53,51,0.8,2,8
2019/10/17,82,良,60,46,43,0.8,2,58
2019/10/18,163,中度污染,124,86,58,1.2,2,42
2019/10/19,105,轻度污染,79,121,42,0.7,2,60
2019/10/20,55,良,17,54,44,0.5,3,43
2019/10/21,75,良,44,98,60,0.9,3,49
2019/10/22,104,轻度污染,78,120,67,1.1,4,95
2019/10/23,90,良,67,84,52,0.9,2,46
2019/10/24,30,优,8,20,24,0.4,2,55
2019/10/25,59,良,30,54,47,0.6,3,36
2019/10/26,73,良,53,80,58,0.8,3,38
2019/10/27,113,轻度污染,26,175,20,0.3,2,60
2019/10/28,68,良,32,85,54,0.6,4,44
2019/10/29,93,良,54,114,74,0.8,3,28
2019/10/30,74,良,36,84,59,0.9,3,66
2019/10/31,64,良,25,68,51,0.8,6,36
2019/11/1,64,良,29,49,51,0.7,2,13
2019/11/2,48,优,33,48,34,0.6,3,33
2019/11/3,67,良,48,57,44,0.8,2,34
2019/11/4,59,良,42,57,41,0.8,3,40
2019/11/5,73,良,46,71,58,0.7,2,19
2019/11/6,47,优,24,47,37,0.5,3,44
2019/11/7,70,良,39,73,56,0.8,3,26
2019/11/8,112,轻度污染,84,94,67,1,3,21
2019/11/9,67,良,31,84,23,0.4,2,60
2019/11/10,54,良,17,53,43,0.5,2,51
2019/11/11,92,良,50,92,73,0.9,6,18
2019/11/12,55,良,9,59,14,0.2,3,63
2019/11/13,62,良,25,57,49,0.6,5,22
2019/11/14,64,良,35,78,51,0.9,6,17
2019/11/15,65,良,47,80,52,1.3,9,13
2019/11/16,119,轻度污染,52,188,34,0.8,5,54
2019/11/17,74,良,19,98,20,0.3,2,53
2019/11/18,56,良,20,62,32,0.4,2,49
2019/11/19,87,良,61,124,69,0.9,8,15
2019/11/20,119,轻度污染,90,158,78,1.6,9,6
2019/11/21,183,中度污染,138,181,94,2.4,9,5
2019/11/22,175,中度污染,132,137,69,1.6,6,34
2019/11/23,30,优,7,30,11,0.2,3,58
2019/11/24,40,优,13,30,32,0.4,3,29
2019/11/25,73,良,38,72,58,0.8,6,14
2019/11/26,34,优,7,21,27,0.3,3,55
2019/11/27,75,良,39,69,60,1,11,17
2019/11/28,80,良,58,74,64,1,7,7
2019/11/29,72,良,52,39,35,0.7,3,59
2019/11/30,30,优,11,30,17,0.3,4,60
2019/12/1,30,优,10,25,24,0.3,3,52
2019/12/2,48,优,15,43,38,0.5,3,62
2019/12/3,43,优,13,32,34,0.4,3,65
2019/12/4,48,优,21,38,38,0.7,4,56
2019/12/5,73,良,49,67,58,0.9,5,19
2019/12/6,78,良,52,68,62,0.9,4,29
2019/12/7,189,中度污染,142,142,75,1.7,3,5
2019/12/8,233,重度污染,183,183,87,2.1,2,9
2019/12/9,129,轻度污染,98,114,51,1.4,3,56
2019/12/10,29,优,6,15,22,0.3,2,58
2019/12/11,59,良,19,37,47,0.6,4,30
2019/12/12,50,优,21,47,40,0.7,5,58
2019/12/13,57,良,15,28,45,0.5,3,38
2019/12/14,85,良,49,75,68,1.3,10,11
2019/12/15,92,良,68,49,65,1.3,2,7
2019/12/16,28,优,10,18,14,0.3,2,56
2019/12/17,47,优,19,27,37,0.5,2,34
2019/12/18,30,优,11,23,24,0.4,3,53
2019/12/19,60,良,19,34,48,0.6,3,26
2019/12/20,65,良,38,51,52,0.8,4,18
2019/12/21,87,良,63,78,69,1.2,7,18
2019/12/22,67,良,48,57,42,1,5,46
2019/12/23,109,轻度污染,82,76,55,1.3,4,18
2019/12/24,79,良,58,57,39,1,4,51
2019/12/25,47,优,16,47,34,0.5,2,51
2019/12/26,75,良,39,88,60,0.9,4,16
2019/12/27,103,轻度污染,77,118,72,1.6,9,13
2019/12/28,118,轻度污染,89,110,55,1.4,6,55
2019/12/29,35,优,8,35,10,0.3,3,52
2019/12/30,48,优,21,36,38,0.5,5,31
2019/12/31,62,良,35,56,49,0.8,7,20
2020/1/1,80,良,51,80,64,1.2,7,16
2020/1/2,82,良,50,72,65,1.2,8,26
2020/1/3,74,良,43,66,59,1.1,7,44
2020/1/4,83,良,61,73,66,1.3,6,13
2020/1/5,75,良,55,32,47,1,3,30
2020/1/6,30,优,12,19,22,0.4,4,59
2020/1/7,40,优,17,25,32,0.5,3,64
2020/1/8,63,良,35,39,50,0.8,6,39
2020/1/9,43,优,26,33,34,0.6,6,63
2020/1/10,32,优,11,20,25,0.4,3,56
2020/1/11,42,优,19,26,33,0.5,7,50
2020/1/12,31,优,11,20,18,0.4,4,62
2020/1/13,39,优,17,25,31,0.4,4,53
2020/1/14,72,良,49,58,57,0.9,7,25
2020/1/15,60,良,41,49,48,0.9,7,54
2020/1/16,97,良,72,79,66,1.5,12,26
2020/1/17,207,重度污染,157,154,63,2.1,4,27
2020/1/18,60,良,28,69,24,0.5,2,60
2020/1/19,31,优,10,27,18,0.3,2,62
2020/1/20,60,良,43,56,43,0.9,7,44
2020/1/21,89,良,66,70,52,1.1,8,42
2020/1/22,77,良,56,63,36,0.9,6,71
2020/1/23,102,轻度污染,76,77,21,0.7,6,73
2020/1/24,193,中度污染,145,161,33,1,10,69
2020/1/25,202,重度污染,152,147,38,1.7,11,75
2020/1/26,208,重度污染,158,137,37,1.8,10,81
2020/1/27,221,重度污染,171,147,40,2.1,13,109
2020/1/28,94,良,70,51,27,1,7,81
2020/1/29,64,良,46,48,27,0.8,5,81
2020/1/30,62,良,44,47,27,0.8,4,80
2020/1/31,36,优,9,16,10,0.3,2,72
2020/2/1,45,优,31,32,11,0.4,2,68
2020/2/2,34,优,18,28,14,0.4,2,67
2020/2/3,34,优,10,18,12,0.3,2,67
2020/2/4,38,优,26,33,18,0.6,3,48
2020/2/5,62,良,44,38,25,1,4,39
2020/2/6,97,良,72,52,35,1.1,4,50
2020/2/7,82,良,60,50,30,0.8,4,70
2020/2/8,160,中度污染,122,109,43,1.4,4,60
2020/2/9,163,中度污染,124,103,50,1.4,4,77
2020/2/10,232,重度污染,182,141,56,2.3,8,97
2020/2/11,257,重度污染,207,145,48,2.3,5,113
2020/2/12,247,重度污染,197,142,47,2.1,3,57
2020/2/13,69,良,50,39,17,0.9,2,59
2020/2/14,35,优,6,11,5,0.2,2,69
2020/2/15,37,优,3,8,5,0.2,2,73
2020/2/16,36,优,7,14,13,0.3,2,72
2020/2/17,42,优,17,23,33,0.5,3,63
2020/2/18,79,良,58,51,38,1.2,10,68
2020/2/19,143,轻度污染,109,76,30,1.4,7,66
2020/2/20,100,良,75,95,21,0.8,3,75
2020/2/21,40,优,8,16,11,0.2,3,79
2020/2/22,58,良,41,51,38,0.6,5,58
2020/2/23,83,良,61,86,38,1,8,52
2020/2/24,70,良,51,75,26,0.9,10,68
2020/2/25,53,良,37,47,22,0.6,5,79
2020/2/26,40,优,28,32,24,0.5,4,56
2020/2/27,88,良,65,63,29,0.7,3,74
2020/2/28,114,轻度污染,86,57,32,1.2,2,26
2020/2/29,38,优,21,21,19,0.8,2,76
2020/3/1,36,优,25,27,28,0.5,3,66
2020/3/2,39,优,14,21,9,0.3,2,78
2020/3/3,38,优,11,16,10,0.2,2,76
2020/3/4,54,良,38,48,28,0.5,4,82
2020/3/5,113,轻度污染,85,79,40,0.8,4,67
2020/3/6,87,良,64,45,20,0.7,3,89
2020/3/7,128,轻度污染,97,61,29,1,3,44
2020/3/8,70,良,51,32,24,0.7,2,69
2020/3/9,39,优,10,30,15,0.3,2,77
2020/3/10,55,良,29,51,44,0.5,4,60
2020/3/11,41,优,18,37,22,0.4,3,81
2020/3/12,40,优,11,23,14,0.3,3,79
2020/3/13,43,优,8,37,12,0.3,2,86
2020/3/14,45,优,7,33,11,0.2,2,90
2020/3/15,61,良,26,71,23,0.4,3,77
2020/3/16,56,良,30,61,33,0.5,3,97
2020/3/17,89,良,36,127,34,0.4,4,85
2020/3/18,46,优,8,46,10,0.2,2,89
2020/3/19,60,良,29,70,37,0.4,4,77
2020/3/20,72,良,27,94,22,0.5,8,93
2020/3/21,62,良,30,74,26,0.4,4,113
2020/3/22,53,良,28,55,31,0.5,4,91
2020/3/23,70,良,51,68,38,0.9,12,98
2020/3/24,153,中度污染,117,111,53,1,11,131
2020/3/25,39,优,8,24,9,0.2,3,77
2020/3/26,40,优,5,21,9,0.2,2,79
2020/3/27,39,优,10,28,17,0.2,2,77
2020/3/28,63,良,45,72,38,0.5,7,97
2020/3/29,92,良,68,87,37,0.7,7,103
2020/3/30,87,良,64,75,28,0.5,4,108
2020/3/31,42,优,9,21,11,0.2,2,84
2020/4/1,42,优,16,34,21,0.3,3,84
2020/4/2,47,优,14,36,23,0.3,2,93
2020/4/3,102,轻度污染,23,154,12,0.3,3,94
2020/4/4,69,良,30,88,30,0.4,5,101
2020/4/5,86,良,62,122,48,0.6,7,124
2020/4/6,77,良,45,103,35,0.6,5,90
2020/4/7,55,良,21,60,30,0.5,5,82
2020/4/8,49,优,34,47,18,0.5,3,97
2020/4/9,70,良,39,50,25,0.5,3,123
2020/4/10,51,良,20,38,18,0.3,2,101
2020/4/11,54,良,17,52,13,0.3,3,104
2020/4/12,59,良,26,67,33,0.4,3,104
2020/4/13,104,轻度污染,66,102,46,0.6,8,164
2020/4/14,95,良,63,93,31,0.5,6,153
2020/4/15,63,良,23,75,11,0.3,2,92
2020/4/16,78,良,23,37,13,0.4,2,133
2020/4/17,75,良,33,45,23,0.4,2,129
2020/4/18,94,良,39,54,21,0.4,2,152
2020/4/19,45,优,7,31,6,0.2,3,90
2020/4/20,42,优,7,33,5,0.1,2,83
2020/4/21,43,优,6,24,6,0.1,2,86
2020/4/22,45,优,7,21,9,0.2,2,89
2020/4/23,91,良,19,132,17,0.2,2,101
2020/4/24,52,良,10,53,7,0.2,3,97
2020/4/25,50,优,14,33,21,0.3,3,99
2020/4/26,76,良,41,63,29,0.7,4,131
2020/4/27,131,轻度污染,59,109,40,0.6,6,194
2020/4/28,152,中度污染,61,117,27,0.7,8,217
2020/4/29,202,重度污染,90,126,44,1,9,275
2020/4/30,204,重度污染,108,132,42,1.1,7,283
2020/5/1,133,轻度污染,55,81,20,0.6,4,196
2020/5/2,80,良,59,65,26,1.2,5,98
2020/5/3,50,优,34,50,26,0.7,4,54
2020/5/4,67,良,48,50,29,0.6,2,89
2020/5/5,122,轻度污染,71,63,29,0.7,4,184
2020/5/6,100,良,75,69,35,1.3,8,91
2020/5/7,55,良,39,20,18,1,2,89
2020/5/8,49,优,34,30,26,0.6,3,61
2020/5/9,55,良,19,60,17,0.4,2,84
2020/5/10,88,良,18,126,9,0.2,3,91
2020/5/11,87,良,18,123,14,0.2,2,104
2020/5/12,118,轻度污染,41,186,33,0.5,4,169
2020/5/13,116,轻度污染,35,89,25,0.5,4,177
2020/5/14,57,良,40,53,21,0.6,2,104
2020/5/15,58,良,41,59,25,0.6,2,72
2020/5/16,66,良,17,81,29,0.3,2,71
2020/5/17,48,优,10,48,13,0.2,2,85
2020/5/18,90,良,14,52,25,0.3,2,148
2020/5/19,130,轻度污染,21,46,20,0.4,3,192
2020/5/20,94,良,70,65,26,1.3,5,131
2020/5/21,78,良,42,35,19,0.8,2,133
2020/5/22,43,优,5,13,12,0.3,3,85
2020/5/23,63,良,8,20,19,0.3,2,115
2020/5/24,36,优,10,26,28,0.3,3,71
2020/5/25,61,良,9,18,17,0.2,2,113
2020/5/26,49,优,9,22,13,0.3,2,98
2020/5/27,131,轻度污染,37,62,32,0.7,5,194
2020/5/28,145,轻度污染,59,82,29,1.3,10,209
2020/5/29,112,轻度污染,53,73,22,0.9,5,173
2020/5/30,44,优,11,14,16,0.3,3,88
2020/5/31,110,轻度污染,19,56,29,0.4,3,170
2020/6/1,99,良,23,74,25,0.3,2,158
2020/6/2,134,轻度污染,42,218,32,0.3,2,141
2020/6/3,68,良,8,42,20,0.3,3,121
2020/6/4,101,轻度污染,12,38,18,0.5,4,161
2020/6/5,146,轻度污染,21,56,27,0.6,5,210
2020/6/6,202,重度污染,34,93,35,0.7,5,272
2020/6/7,136,轻度污染,55,117,31,0.6,4,199
2020/6/8,70,良,38,90,26,0.8,7,123
2020/6/9,125,轻度污染,53,67,20,0.8,2,187
2020/6/10,111,轻度污染,47,70,28,0.7,4,172
2020/6/11,168,中度污染,31,56,22,0.6,3,233
2020/6/12,124,轻度污染,50,86,26,0.7,3,186
2020/6/13,77,良,7,26,13,0.2,2,132
2020/6/14,97,良,14,52,27,0.3,2,156
2020/6/15,158,中度污染,35,110,30,0.9,12,223
2020/6/16,96,良,20,80,19,0.4,3,155
2020/6/17,109,轻度污染,23,56,21,0.5,2,169
2020/6/18,123,轻度污染,23,44,18,0.5,2,185
2020/6/19,148,轻度污染,37,78,19,0.6,3,212
2020/6/20,131,轻度污染,36,75,20,0.6,3,194
2020/6/21,129,轻度污染,48,81,22,0.7,4,191
2020/6/22,125,轻度污染,44,61,21,0.7,4,187
2020/6/23,89,良,19,29,14,0.5,2,146
2020/6/24,84,良,32,34,19,0.6,2,140
2020/6/25,102,轻度污染,30,34,18,0.6,3,162
2020/6/26,140,轻度污染,66,66,21,0.9,2,204
2020/6/27,121,轻度污染,55,53,18,0.8,2,183
2020/6/28,60,良,28,38,27,0.5,3,111
2020/6/29,89,良,15,26,17,0.4,3,146
2020/6/30,146,轻度污染,24,53,26,0.5,3,210
2020/7/1,97,良,28,33,15,0.7,3,156
2020/7/2,69,良,50,38,17,0.9,3,119
2020/7/3,109,轻度污染,44,42,20,0.6,3,169
2020/7/4,90,良,22,30,20,0.5,3,148
2020/7/5,110,轻度污染,17,28,17,0.4,3,171
2020/7/6,75,良,14,27,19,0.4,3,130
2020/7/7,129,轻度污染,31,49,22,0.7,4,191
2020/7/8,50,优,29,29,15,0.6,3,100
2020/7/9,65,良,47,41,19,0.7,2,107
2020/7/10,113,轻度污染,85,60,23,1.1,2,90
2020/7/11,113,轻度污染,85,57,22,1.2,3,128
2020/7/12,81,良,49,50,22,0.9,2,137
2020/7/13,94,良,32,44,19,0.6,3,152
2020/7/14,109,轻度污染,30,44,19,0.5,2,169
2020/7/15,127,轻度污染,48,73,21,0.7,2,189
2020/7/16,71,良,48,59,19,0.6,2,125
2020/7/17,59,良,42,33,16,0.6,3,108
2020/7/18,48,优,27,27,16,0.5,3,96
2020/7/19,152,中度污染,35,59,26,0.6,3,217
2020/7/20,116,轻度污染,34,62,20,0.5,2,177
2020/7/21,139,轻度污染,42,59,23,0.7,4,202
2020/7/22,120,轻度污染,30,52,28,0.6,3,181
2020/7/23,112,轻度污染,24,44,25,0.5,2,173
2020/7/24,125,轻度污染,27,64,35,0.6,2,187
2020/7/25,57,良,24,35,16,0.5,3,108
2020/7/26,78,良,57,38,19,0.8,3,92
2020/7/27,95,良,71,44,19,0.9,3,131
2020/7/28,108,轻度污染,57,53,18,0.9,3,168
2020/7/29,101,轻度污染,71,68,22,0.8,3,161
2020/7/30,96,良,42,54,22,0.7,3,155
2020/7/31,67,良,33,33,23,0.7,3,120
2020/8/1,110,轻度污染,16,32,20,0.5,3,170
2020/8/2,92,良,17,36,23,0.5,2,150
2020/8/3,81,良,14,36,27,0.4,3,137
2020/8/4,52,良,32,53,31,0.7,3,87
2020/8/5,98,良,30,42,21,0.8,2,157
2020/8/6,92,良,23,31,18,0.7,3,150
2020/8/7,100,良,22,40,18,0.6,2,159
2020/8/8,110,轻度污染,17,31,15,0.4,2,170
2020/8/9,98,良,15,28,15,0.4,2,157
2020/8/10,135,轻度污染,30,54,20,0.6,3,198
2020/8/11,60,良,33,46,20,0.7,3,111
2020/8/12,68,良,13,19,14,0.6,3,121
2020/8/13,118,轻度污染,28,45,22,0.6,3,179
2020/8/14,50,优,32,45,23,0.6,3,99
2020/8/15,55,良,39,37,20,0.6,3,93
2020/8/16,67,良,48,40,20,0.8,3,80
2020/8/17,42,优,29,26,21,0.6,3,62
2020/8/18,28,优,11,23,22,0.4,2,55
2020/8/19,38,优,19,30,23,0.5,2,75
2020/8/20,85,良,23,45,25,0.6,2,141
2020/8/21,95,良,36,58,25,0.7,2,153
2020/8/22,97,良,57,71,24,0.8,2,156
2020/8/23,62,良,9,19,15,0.4,3,114
2020/8/24,107,轻度污染,17,43,29,0.5,2,167
2020/8/25,108,轻度污染,61,79,31,1.6,5,168
2020/8/26,62,良,43,50,25,1,2,114
2020/8/27,94,良,17,40,24,0.5,2,152
2020/8/28,97,良,49,74,31,0.8,3,156
2020/8/29,87,良,52,55,21,0.9,3,144
2020/8/30,27,优,15,24,21,0.5,3,52
2020/8/31,46,优,12,25,23,0.5,3,91
2020/9/1,36,优,13,26,19,0.4,3,71
2020/9/2,33,优,7,18,17,0.3,2,65
2020/9/3,48,优,14,35,28,0.8,3,96
2020/9/4,95,良,24,52,32,0.9,2,154
2020/9/5,158,中度污染,58,82,32,1,4,223
2020/9/6,55,良,15,27,19,0.4,3,106
2020/9/7,34,优,7,19,22,0.3,3,68
2020/9/8,40,优,8,23,26,0.4,3,80
2020/9/9,27,优,6,20,19,0.3,2,54
2020/9/10,22,优,5,15,17,0.4,3,43
2020/9/11,41,优,11,21,18,0.4,2,82
2020/9/12,64,良,24,39,25,0.5,2,116
2020/9/13,60,良,43,49,23,0.6,2,106
2020/9/14,48,优,33,22,22,0.7,3,73
2020/9/15,26,优,5,15,13,0.3,2,51
2020/9/16,33,优,7,20,21,0.3,2,66
2020/9/17,37,优,9,25,29,0.4,3,70
2020/9/18,71,良,14,37,31,0.4,3,125
2020/9/19,48,优,11,30,26,0.3,2,96
2020/9/20,80,良,38,65,39,0.6,3,136
2020/9/21,39,优,24,38,31,0.5,3,70
2020/9/22,49,优,34,33,33,0.9,3,60
2020/9/23,54,良,27,24,25,0.7,3,104
2020/9/24,75,良,35,39,32,0.7,3,129
2020/9/25,101,轻度污染,55,56,36,0.7,2,161
2020/9/26,92,良,66,65,40,0.8,2,150
2020/9/27,109,轻度污染,82,82,38,0.8,3,149
2020/9/28,24,优,12,14,19,0.4,3,45
2020/9/29,33,优,17,28,26,0.4,2,54
2020/9/30,60,良,43,47,28,0.6,2,59
2020/10/1,29,优,6,19,14,0.2,2,58
2020/10/2,45,优,20,45,26,0.4,5,69
2020/10/3,26,优,5,19,9,0.2,2,51
2020/10/4,29,优,7,21,21,0.3,2,57
2020/10/5,52,良,27,53,37,0.5,5,61
2020/10/6,84,良,62,88,57,0.9,5,65
2020/10/7,114,轻度污染,86,94,68,0.9,4,44
2020/10/8,144,轻度污染,110,108,69,1,4,88
2020/10/9,185,中度污染,139,104,46,1,3,136
2020/10/10,62,良,44,44,24,0.4,2,64
2020/10/11,34,优,11,31,27,0.3,2,51
2020/10/12,36,优,13,36,27,0.3,2,69
2020/10/13,36,优,10,36,27,0.5,4,40
2020/10/14,68,良,49,73,45,0.7,3,38
2020/10/15,35,优,13,25,28,0.3,2,65
2020/10/16,55,良,16,47,44,0.4,3,56
2020/10/17,64,良,28,65,51,0.7,4,60
2020/10/18,72,良,50,80,57,0.8,3,60
2020/10/19,155,中度污染,118,121,77,1,3,36
2020/10/20,98,良,38,146,24,0.4,3,61
2020/10/21,53,良,11,55,21,0.3,2,63
2020/10/22,38,优,10,32,30,0.3,2,64
2020/10/23,59,良,32,67,47,0.6,4,59
2020/10/24,109,轻度污染,82,124,72,1,6,64
2020/10/25,107,轻度污染,80,115,56,0.8,4,70
2020/10/26,47,优,9,47,26,0.3,2,58
2020/10/27,55,良,17,50,44,0.4,3,46
2020/10/28,73,良,35,75,58,0.6,3,36
2020/10/29,72,良,52,80,55,0.7,3,58
2020/10/30,136,轻度污染,78,222,53,0.6,3,49
2020/10/31,58,良,14,65,21,0.3,2,58
2020/11/1,45,优,6,45,16,0.2,2,58
2020/11/2,37,优,12,37,29,0.3,2,46
2020/11/3,77,良,39,81,61,0.7,4,18
2020/11/4,110,轻度污染,83,121,84,1.1,6,24
2020/11/5,92,良,68,133,66,0.9,3,62
2020/11/6,91,良,26,132,24,0.3,2,64
2020/11/7,44,优,13,44,31,0.3,2,47
2020/11/8,60,良,21,55,48,0.5,2,36
2020/11/9,74,良,38,75,59,0.8,4,29
2020/11/10,140,轻度污染,107,147,96,1.3,7,16
2020/11/11,110,轻度污染,83,107,66,0.9,5,56
2020/11/12,55,良,21,52,44,0.6,5,42
2020/11/13,79,良,48,84,63,0.9,3,9
2020/11/14,110,轻度污染,83,96,64,1.1,3,26
2020/11/15,134,轻度污染,102,113,68,1.5,6,8
2020/11/16,138,轻度污染,105,95,49,1.7,3,11
2020/11/17,62,良,44,23,30,1,2,44
2020/11/18,26,优,8,13,14,0.3,2,51
2020/11/19,29,优,10,21,23,0.3,2,57
2020/11/20,52,良,26,32,41,0.5,2,32
2020/11/21,27,优,7,14,12,0.3,2,53
2020/11/22,34,优,14,29,27,0.4,3,43
2020/11/23,59,良,30,48,47,0.6,4,28
2020/11/24,45,优,25,41,36,0.6,5,56
2020/11/25,57,良,19,41,45,0.7,4,32
2020/11/26,30,优,15,28,21,0.4,3,60
2020/11/27,30,优,12,25,24,0.3,2,52
2020/11/28,38,优,16,33,30,0.4,4,51
2020/11/29,38,优,17,34,30,0.4,4,47
2020/11/30,53,良,25,42,42,0.5,3,33
2020/12/1,35,优,17,35,28,0.4,3,56
2020/12/2,31,优,8,20,21,0.3,3,61
2020/12/3,29,优,8,19,21,0.3,3,58
2020/12/4,55,良,24,39,44,0.5,6,43
2020/12/5,52,良,34,54,36,0.6,6,57
2020/12/6,27,优,8,25,15,0.3,3,54
2020/12/7,54,良,22,42,43,0.5,5,34
2020/12/8,79,良,46,82,63,0.9,6,12
2020/12/9,87,良,56,93,69,1.1,5,23
2020/12/10,65,良,32,56,52,0.6,4,37
2020/12/11,97,良,72,98,59,1.3,4,22
2020/12/12,28,优,8,26,8,0.3,3,56
2020/12/13,27,优,11,27,20,0.4,3,46
2020/12/14,44,优,16,39,35,0.4,4,28
2020/12/15,44,优,21,44,35,0.5,5,42
2020/12/16,69,良,35,71,55,0.8,5,17
2020/12/17,29,优,9,27,19,0.3,3,58
2020/12/18,64,良,26,54,51,0.6,6,24
2020/12/19,54,良,24,42,43,0.6,5,51
2020/12/20,70,良,37,56,56,0.7,6,32
2020/12/21,80,良,53,77,64,0.9,6,20
2020/12/22,89,良,37,127,28,0.6,5,66
2020/12/23,55,良,20,60,26,0.4,3,57
2020/12/24,70,良,34,84,56,0.8,6,27
2020/12/25,74,良,48,98,57,1.3,10,14
2020/12/26,88,良,65,102,59,1.4,7,22
2020/12/27,77,良,56,90,37,0.9,7,33
2020/12/28,52,良,8,53,6,0.3,3,54
2020/12/29,31,优,6,31,8,0.3,2,56
2020/12/30,36,优,12,36,28,0.4,3,48
2020/12/31,58,良,29,65,45,0.7,6,28
2021/1/1,64,良,46,72,42,1.1,5,30
2021/1/2,42,优,15,33,33,0.5,4,42
2021/1/3,36,优,14,36,22,0.4,3,65
2021/1/4,30,优,12,30,21,0.4,3,54
2021/1/5,63,良,11,76,6,0.2,3,59
2021/1/6,30,优,8,27,9,0.3,3,59
2021/1/7,31,优,8,29,12,0.2,3,62
2021/1/8,38,优,10,38,15,0.3,3,61
2021/1/9,33,优,8,24,15,0.3,3,65
2021/1/10,58,良,20,65,21,0.4,4,63
2021/1/11,100,良,0,0,48,0.8,5,30
2021/1/12,146,轻度污染,0,0,31,0.5,3,70
2021/1/13,81,良,0,0,35,1,5,37
2021/1/14,97,良,0,0,16,0.5,3,70
2021/1/15,34,优,9,31,11,0.3,3,67
2021/1/16,53,良,17,56,24,0.4,3,52
2021/1/17,62,良,19,73,26,0.4,3,56
2021/1/18,46,优,26,46,24,0.6,3,44
2021/1/19,73,良,53,67,38,0.8,4,40
2021/1/20,105,轻度污染,79,97,52,1.2,5,34
2021/1/21,113,轻度污染,85,109,54,1.4,8,38
2021/1/22,115,轻度污染,87,93,51,1.3,4,41
2021/1/23,139,轻度污染,106,105,53,1.3,4,39
2021/1/24,176,中度污染,133,106,59,1.5,3,17
2021/1/25,105,轻度污染,79,78,40,1,3,61
2021/1/26,55,良,27,60,32,0.7,5,55
2021/1/27,51,良,7,51,9,0.3,2,72
2021/1/28,53,良,21,55,35,0.6,4,42
2021/1/29,68,良,41,86,47,0.9,5,32
2021/1/30,89,良,66,83,34,1.1,4,40
2021/1/31,51,良,17,51,11,0.4,2,67
2021/2/1,38,优,14,38,19,0.4,3,58
2021/2/2,49,优,17,49,23,0.5,3,73
2021/2/3,57,良,36,64,36,0.6,5,57
2021/2/4,63,良,41,75,45,0.8,4,64
2021/2/5,84,良,35,117,25,0.5,4,80
2021/2/6,51,良,22,51,13,0.4,4,73
2021/2/7,46,优,32,44,29,0.6,3,67
2021/2/8,87,良,64,75,40,0.9,6,74
2021/2/9,102,轻度污染,76,83,39,1,6,92
2021/2/10,215,重度污染,165,155,42,1.7,9,93
2021/2/11,250,重度污染,200,206,31,1.6,9,111
2021/2/12,257,重度污染,207,194,39,2.3,5,41
2021/2/13,132,轻度污染,100,87,20,1.4,2,52
2021/2/14,51,良,9,51,8,0.3,2,73
2021/2/15,39,优,5,29,4,0.2,2,77
2021/2/16,36,优,9,16,8,0.3,2,71
2021/2/17,38,优,26,36,26,0.5,4,63
2021/2/18,60,良,43,66,42,0.8,4,67
2021/2/19,72,良,46,93,49,0.8,5,60
2021/2/20,119,轻度污染,0,0,33,0.6,4,75
2021/2/21,59,良,30,68,14,0.4,3,83
2021/2/22,50,优,28,50,20,0.5,3,58
2021/2/23,62,良,44,54,27,0.7,3,54
2021/2/24,108,轻度污染,81,79,35,1,4,80
2021/2/25,173,中度污染,131,109,40,1.3,4,104
2021/2/26,159,中度污染,121,99,40,1.1,6,105
2021/2/27,125,轻度污染,95,70,37,0.9,3,59
2021/2/28,34,优,22,17,14,0.4,2,67
2021/3/1,83,良,61,54,23,0.7,2,39
2021/3/2,150,轻度污染,115,102,39,1.1,2,35
2021/3/3,202,重度污染,152,132,50,1.4,2,38
2021/3/4,144,轻度污染,110,101,35,1.1,2,48
2021/3/5,51,良,22,52,27,0.6,4,53
2021/3/6,78,良,57,73,39,0.7,2,54
2021/3/7,118,轻度污染,89,85,49,0.8,4,60
2021/3/8,193,中度污染,145,112,52,1,4,90
